Date,Dividends
2010-05-13,0.100000
2011-05-11,0.150000
2012-05-09,0.100000
2013-04-01,0.100000
2014-04-02,0.100000
2015-03-31,0.100000
2016-04-01,0.150000
2017-04-03,0.200000
2018-04-03,0.300000
2019-04-03,0.300000
2020-04-01,0.330000
2021-04-05,0.350000
2022-04-01,0.750000
2023-04-03,1.750000
