Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,52818.601563,53368.199219,52410.101563,53368.199219,53368.199219,851976000.0
2010-01-05,53602.0,54431.898438,53519.199219,54115.101563,54115.101563,965246000.0
2010-01-06,54016.398438,54626.398438,53765.101563,54547.398438,54547.398438,966720000.0
2010-01-07,54387.0,54972.898438,54019.601563,54972.898438,54972.898438,988926000.0
2010-01-08,55233.5,55711.601563,54575.5,54797.898438,54797.898438,999405000.0
2010-01-11,55087.0,55347.398438,53757.699219,53921.101563,53921.101563,902114000.0
2010-01-12,54120.601563,54253.601563,53478.199219,53676.398438,53676.398438,654356000.0
2010-01-13,53479.699219,54713.101563,53345.199219,54627.199219,54627.199219,797473000.0
2010-01-14,55228.398438,55265.699219,54460.300781,54740.601563,54740.601563,793996000.0
2010-01-15,54779.300781,54779.300781,53620.0,54005.699219,54005.699219,881282000.0
2010-01-18,54003.800781,54593.5,53864.199219,54550.800781,54550.800781,556593000.0
2010-01-19,54659.101563,55206.800781,54027.101563,55159.601563,55159.601563,840662000.0
2010-01-20,55121.800781,55911.5,54851.0,55469.199219,55469.199219,895372000.0
2010-01-21,55502.5,55830.800781,55097.601563,55301.199219,55301.199219,644556000.0
2010-01-22,54534.199219,54654.601563,53476.601563,53997.5,53997.5,651117000.0
2010-01-25,53595.0,54360.898438,53586.5,54281.0,54281.0,575866000.0
2010-01-26,53576.0,54317.5,53149.0,54317.5,54317.5,598617000.0
2010-01-27,54080.199219,54969.199219,53875.300781,54071.0,54071.0,1010904000.0
2010-01-28,54585.898438,55100.898438,54492.5,54770.5,54770.5,850160000.0
2010-01-29,54482.699219,54985.101563,53906.398438,54650.601563,54650.601563,781309000.0
2010-02-01,54730.699219,55526.0,54492.398438,55526.0,55526.0,1008481000.0
2010-02-02,55615.800781,55653.5,54854.398438,55147.601563,55147.601563,692973000.0
2010-02-03,55390.898438,55734.699219,54948.699219,55068.699219,55068.699219,524636000.0
2010-02-04,54797.300781,55018.601563,53217.101563,53463.898438,53463.898438,879803000.0
2010-02-05,52968.300781,52996.5,51089.300781,51454.898438,51454.898438,1297023000.0
2010-02-08,51614.699219,51833.0,49432.5,49933.398438,49933.398438,765301000.0
2010-02-09,50509.300781,51151.601563,50132.398438,50826.398438,50826.398438,653913000.0
2010-02-10,51181.699219,51715.800781,50314.101563,50567.5,50567.5,731490000.0
2010-02-11,51222.101563,51577.300781,50628.300781,51381.0,51381.0,613128000.0
2010-02-12,51849.601563,52024.5,50702.398438,51063.800781,51063.800781,571565000.0
2010-02-15,50959.0,51576.300781,50959.0,51334.398438,51334.398438,529502000.0
2010-02-16,51738.0,52006.800781,51210.5,51748.5,51748.5,489365000.0
2010-02-17,52374.699219,53273.300781,52227.699219,53273.300781,53273.300781,756286000.0
2010-02-18,52951.101563,52951.101563,52085.101563,52449.800781,52449.800781,561897000.0
2010-02-19,51550.5,53319.0,51298.199219,53319.0,53319.0,632623000.0
2010-02-22,53816.5,54110.300781,52326.800781,52592.898438,52592.898438,560584000.0
2010-02-23,52899.898438,53154.101563,51180.898438,51416.601563,51416.601563,506300000.0
2010-02-24,50714.0,51110.199219,48691.300781,49659.601563,49659.601563,732330000.0
2010-02-25,49847.601563,50645.5,48080.199219,48739.398438,48739.398438,801324000.0
2010-02-26,49806.0,50008.398438,48447.300781,49705.5,49705.5,589458000.0
2010-03-01,50481.5,51184.898438,50151.300781,51183.699219,51183.699219,645604000.0
2010-03-02,51166.199219,51891.101563,50847.300781,51476.101563,51476.101563,572542000.0
2010-03-03,51434.5,51855.398438,50913.800781,51699.101563,51699.101563,519143000.0
2010-03-04,51182.101563,51638.5,51056.300781,51440.699219,51440.699219,489315000.0
2010-03-05,51602.101563,52625.601563,51459.601563,52625.601563,52625.601563,570017000.0
2010-03-08,53113.699219,53296.5,52528.699219,53296.5,53296.5,566155000.0
2010-03-09,53202.199219,53562.101563,52193.300781,52960.0,52960.0,529745000.0
2010-03-10,52310.898438,52989.101563,52135.101563,52753.0,52753.0,430025000.0
2010-03-11,52704.0,52995.800781,52036.5,52376.601563,52376.601563,408842000.0
2010-03-12,52681.199219,52888.0,51962.199219,52233.0,52233.0,358308000.0
2010-03-15,52220.300781,52369.398438,51780.898438,51971.398438,51971.398438,312325000.0
2010-03-16,52223.300781,53270.5,52128.898438,53233.300781,53233.300781,603598000.0
2010-03-17,53609.800781,54315.199219,53488.300781,54303.699219,54303.699219,585411000.0
2010-03-18,54215.800781,54215.800781,53281.800781,53534.398438,53534.398438,562085000.0
2010-03-19,53783.0,53945.898438,53212.300781,53437.0,53437.0,454428000.0
2010-03-22,53096.601563,53892.398438,53063.398438,53892.398438,53892.398438,605270000.0
2010-03-23,53959.898438,54642.800781,53959.898438,54351.699219,54351.699219,562851000.0
2010-03-24,54611.800781,55360.199219,54269.101563,55136.601563,55136.601563,983007000.0
2010-03-25,55312.5,57044.699219,55172.5,57044.699219,57044.699219,812072000.0
2010-03-26,57010.699219,57645.398438,56198.300781,56610.699219,56610.699219,654383000.0
2010-03-29,57069.398438,57338.601563,56244.699219,56668.199219,56668.199219,568744000.0
2010-03-30,56819.800781,57121.300781,56454.5,56754.398438,56754.398438,684653000.0
2010-03-31,56634.5,57567.398438,56303.0,56538.398438,56538.398438,755283000.0
2010-04-01,56822.300781,57708.199219,56696.5,57708.199219,57708.199219,579902000.0
2010-04-02,57757.101563,58383.699219,57642.300781,58059.898438,58059.898438,444457000.0
2010-04-05,58499.699219,58896.601563,58184.300781,58645.0,58645.0,445421000.0
2010-04-06,58291.199219,58763.101563,57752.101563,58406.398438,58406.398438,457663000.0
2010-04-07,58499.199219,58681.101563,58013.300781,58645.601563,58645.601563,570972000.0
2010-04-08,58062.898438,58540.0,57905.898438,58412.101563,58412.101563,625361000.0
2010-04-09,58784.800781,59592.898438,58712.898438,59185.300781,59185.300781,746382000.0
2010-04-12,59670.199219,59720.398438,58574.5,58821.601563,58821.601563,631473000.0
2010-04-13,58570.199219,58967.300781,57759.0,58075.398438,58075.398438,523909000.0
2010-04-14,58571.0,59330.300781,58426.101563,59330.300781,59330.300781,705151000.0
2010-04-15,59639.300781,59771.800781,58623.898438,59055.101563,59055.101563,873666000.0
2010-04-16,58435.101563,59201.300781,57946.898438,58223.5,58223.5,1100222000.0
2010-04-19,57291.300781,58291.601563,56770.601563,58153.0,58153.0,732227000.0
2010-04-20,58380.601563,59070.300781,58373.0,58886.101563,58886.101563,692150000.0
2010-04-21,59341.800781,59482.699219,58161.398438,58450.898438,58450.898438,686574000.0
2010-04-22,58573.5,58936.800781,57814.300781,58338.398438,58338.398438,612809000.0
2010-04-23,,,,,,
2010-04-26,59425.898438,59526.101563,58623.0,59043.199219,59043.199219,637889000.0
2010-04-27,58972.699219,59009.800781,58017.699219,58217.398438,58217.398438,566053000.0
2010-04-28,57310.898438,58069.800781,56867.0,57933.101563,57933.101563,713595000.0
2010-04-29,58160.601563,58760.101563,57899.398438,58702.800781,58702.800781,564686000.0
2010-04-30,58840.300781,59285.199219,57988.800781,58959.101563,58959.101563,618498000.0
2010-05-03,58794.398438,58996.898438,58305.300781,58400.199219,58400.199219,573054000.0
2010-05-04,58565.300781,58861.101563,56862.199219,57341.0,57341.0,692899000.0
2010-05-05,57259.699219,57587.300781,56112.199219,56441.101563,56441.101563,664947000.0
2010-05-06,56226.101563,56809.0,55595.398438,55763.601563,55763.601563,524133000.0
2010-05-07,53804.898438,54381.800781,52570.5,52687.0,52687.0,885778000.0
2010-05-10,54956.199219,56585.898438,54956.199219,56448.0,56448.0,716637000.0
2010-05-11,56092.300781,56519.199219,55460.699219,56461.699219,56461.699219,562444000.0
2010-05-12,56530.101563,58044.601563,56530.101563,57976.5,57976.5,743347000.0
2010-05-13,58557.5,58708.800781,57387.300781,57929.699219,57929.699219,680979000.0
2010-05-14,57765.5,58036.101563,55590.199219,55747.898438,55747.898438,642201000.0
2010-05-17,54860.699219,56117.0,54507.199219,56071.101563,56071.101563,590992000.0
2010-05-18,56621.0,57062.0,56078.699219,56978.300781,56978.300781,557260000.0
2010-05-19,,,,,,
2010-05-20,55768.101563,56260.898438,54248.199219,54449.898438,54449.898438,674853000.0
2010-05-21,54604.101563,54989.398438,53365.199219,54111.601563,54111.601563,847955000.0
2010-05-24,54431.199219,54992.800781,53761.5,54558.199219,54558.199219,551115000.0
2010-05-25,53200.800781,53292.300781,51757.199219,52257.101563,52257.101563,606476000.0
